Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
1143,01/01/2021 18:13,9,34,1,98,Not Returned,Online,98,36-45,East,Footwear
11434,01/01/2021 16:09,26,23,4,91.93,Not Returned,In Store,367.72,36-45,East,Clothing
11435,05/01/2021 11:12,73,50,1,46.52,Not Returned,Online,46.52,56+,West,Accessories
11436,05/01/2021 12:35,53,47,7,64.15,Not Returned,Online,449.05,46-55,East,Footwear
11437,03/01/2021 17:06,36,18,6,23.58,Not Returned,In-Store,141.48,56+,East,Footwear
11438,06/01/2021 11:44,75,43,4,79.93,Not Returned,Online,319.72,56+,West,Clothing
11439,05/01/2021 21:56,24,22,3,48.69,Not Returned,Online,146.07,18-25,South,Clothing
11440,03/01/2021 01:07,80,15,5,98.4,Not Returned,Online,492,46-55,East,Footwear
11441,02/01/2021 04:24,15,8,6,89.38,Not Returned,On line,536.28,46-55,West,Accessories
11442,03/01/2021 23:11,97,13,1,48.79,Not Returned,Online,48.79,56+,East,Footwear
11443,06/01/2021 02:44,28,14,1,75.63,Not Returned,In-Store,75.63,26-35,South,Clothing
1144,05/01/2021 19:08,51,45,6,56.05,Not Returned,In-Store,336.3,46-55,East,Footwear
11444,07/01/2021 12:44,61,6,2,35.83,Not Returned,Online,71.66,26-35,East,Accessories
11445,10/01/2021 10:39,100,10,4,74.83,Not Returned,In-Store,299.32,18-25,West,Footwear
11446,04/01/2021 08:39,90,40,4,26.58,Not Returned,Online,106.32,36-45,North,Accessories
11447,07/01/2021 07:53,66,35,5,80.49,Not Returned,Online,402.45,46-55,South,Footwear
11448,07/01/2021 12:11,61,17,5,96.14,Not Returned,Online,480.7,26-35,East,Accessories
11449,01/01/2021 04:39,29,42,5,35.24,Not Returned,In-Store,176.2,46-55,East,Foot wear
11450,04/01/2021 08:41,70,48,3,69.62,Not Returned,In-Store,208.86,46-55,North,Footwear
11451,08/01/2021 08:45,15,18,2,55.36,Not Returned,In-Store,110.72,46-55,West,Footwear
11452,04/01/2021 06:00,33,11,1,88.82,Not Returned,Online,88.82,46-55,East,Clothing
11454,09/01/2021 03:29,19,35,4,76.27,Not Returned,Online,305.08,18-25,East,Footwear
11455,05/01/2021 15:44,84,44,5,93.61,Not Returned,In-Store,468.05,56+,West,Accessories
11456,10/01/2021 20:41,58,14,7,24.5,Not Returned,Online,171.5,26-35,West,Clothing
11458,09/01/2021 02:16,31,15,2,60.46,Not Returned,In-Store,120.92,36-45,South,Footwear
11459,02/01/2021 21:25,82,38,6,23.69,Not Returned,In-Store,142.14,18-25,South,Footwear
11460,11/01/2021 05:38,58,23,3,49.01,Not Returned,In-Store,147.03,26-35,West,Clothing
11461,06/01/2021 00:36,36,32,5,45.84,Not Returned,In-Store,229.2,56+,East,Clothing
11462,03/01/2021 15:37,1,49,1,32.72,Returned,In-Store,32.72,46-55,West,Footwear
11463,07/01/2021 18:12,65,8,7,78.33,Not Returned,Online,548.31,26-35,West,Accessories
1146,01/01/2021 01:35,75,4,4,61.99,Not Returned,In-Store,247.96,56+,West,Clothing
11464,06/01/2021 00:33,32,41,5,46.4,Not Returned,In-Store,232,46-55,East,Accessories
11465,07/01/2021 06:40,50,22,4,64.28,Not Returned,In-Store,257.12,46-55,South,Clothing
11466,05/01/2021 18:14,72,26,7,65.17,Not Returned,Online,456.19,56+,South,Footwear
11467,01/01/2021 02:12,66,13,1,79.97,Not Returned,On line,79.97,46-55,South,Footwear
11468,10/01/2021 05:02,26,40,5,50.83,Not Returned,Online,254.15,36-45,East,Accessories
11469,03/01/2021 16:22,91,23,1,77.5,Not Returned,Online,77.5,36-45,East,Clothing
11470,06/01/2021 07:20,99,30,2,54.86,Not Returned,In-Store,109.72,26-35,South,Clothing
11471,06/01/2021 14:16,85,48,2,75.87,Not Returned,In Store,151.74,18-25,North,Footwear
1147,06/01/2021 11:14,49,18,5,60.62,Not Returned,Online,303.1,26-35,West,Footwear
11472,07/01/2021 17:22,52,15,2,38.16,Not Returned,In-Store,76.32,46-55,East,Footwear
11474,11/01/2021 08:40,74,14,5,39.74,Returned,In-Store,198.7,26-35,West,Clothing
11475,05/01/2021 01:23,42,49,5,32.07,Not Returned,On line,160.35,18-25,East,Footwear
11476,04/01/2021 20:06,63,42,4,46.28,Not Returned,In-Store,185.12,56+,East,Foot wear
11477,08/01/2021 22:08,30,39,1,41.48,Not Returned,Online,41.48,46-55,East,Acessories
11479,01/01/2021 03:46,52,12,5,66.95,Not Returned,In-Store,334.75,46-55,East,Clothing
11480,09/01/2021 08:01,95,23,5,98.65,Not Returned,Online,493.25,18-25,North,Clothing
11481,07/01/2021 05:45,70,17,7,79.08,Not Returned,Online,553.56,46-55,North,Accessories
11482,11/01/2021 00:38,22,43,2,45.57,Not Returned,Online,91.14,56+,North,Clothing
11483,09/01/2021 13:57,39,32,7,49.3,Not Returned,On line,345.1,18-25,West,Clothing
11484,09/01/2021 17:12,77,22,7,61.12,Not Returned,Online,427.84,18-25,West,Clothing
11485,11/01/2021 06:19,85,23,1,67.96,Not Returned,In-Store,67.96,18-25,North,Clothing
11486,05/01/2021 18:55,78,47,3,95.85,Not Returned,In-Store,287.55,46-55,South,Footwear
11487,07/01/2021 16:04,16,44,7,68.3,Not Returned,Online,478.1,26-35,West,Accessories
11489,02/01/2021 02:20,67,9,4,41.15,Not Returned,In-Store,164.6,26-35,South,Foot wear
11490,08/01/2021 12:48,71,1,5,43.17,Not Returned,Online,215.85,18-25,North,Accessories
11491,06/01/2021 08:18,47,11,6,46.2,Not Returned,Online,277.2,26-35,East,Clothing
10069,10/01/2021 04:55,4,28,2,83.22,Not Returned,Online,166.44,56+,East,Footwear
11494,11/01/2021 04:20,7,16,2,83.43,Not Returned,Online,166.86,,North,Footwear
1149,02/01/2021 19:09,6,42,7,80,Not Returned,Online,560,26-35,South,Foot wear
11495,06/01/2021 01:35,47,20,2,35.07,Not Returned,In-Store,70.14,26-35,East,Clothing
11496,10/01/2021 06:58,86,29,3,93.28,Not Returned,In-Store,279.84,18-25,East,Foot wear
11497,11/01/2021 00:35,69,29,3,68.24,Not Returned,In-Store,204.72,46-55,South,Foot wear
11498,11/01/2021 06:55,13,42,1,74.44,Not Returned,Online,74.44,56+,North,Foot wear
11499,10/01/2021 09:46,62,25,4,75.07,Not Returned,In-Store,300.28,46-55,East,Clothing
11500,05/01/2021 21:43,4,49,3,84.51,Returned,Online,253.53,56+,West,Footwear
11501,06/01/2021 07:33,50,4,4,63.15,Not Returned,Online,252.6,46-55,South,Clothing
11502,03/01/2021 03:51,54,14,6,60.68,Not Returned,Online,364.08,56+,East,Clothing
11503,05/01/2021 19:47,44,16,2,37.06,Not Returned,In-Store,74.12,26-35,East,Footwear
1150,09/01/2021 02:30,9,38,1,43.99,Not Returned,Online,43.99,36-45,East,Footwear
11504,01/01/2021 11:39,28,25,2,74.09,Not Returned,Online,148.18,26-35,South,Clothing
11505,02/01/2021 04:16,40,32,6,42.97,Not Returned,Online,257.82,26-35,East,Clothing
11506,04/01/2021 19:19,61,31,5,77.32,Returned,In-Store,386.6,26-35,East,Clothing
11507,05/01/2021 09:12,30,43,6,90.55,Not Returned,In-Store,543.3,46-55,East,Clothing
11508,08/01/2021 11:23,68,20,2,81.86,Not Returned,In-Store,163.72,26-35,North,Clothing
11509,10/01/2021 14:36,93,20,7,69.62,Not Returned,Online,487.34,36-45,North,Clothing
11510,05/01/2021 18:31,59,5,7,81.36,Not Returned,Online,569.52,46-55,North,Clothing
11511,08/01/2021 04:07,12,14,4,62.24,Not Returned,Online,248.96,36-45,West,Clothing
11512,07/01/2021 07:31,19,11,3,78.59,Not Returned,Online,235.77,18-25,East,Clothing
1151,05/01/2021 03:24,4,29,3,83.13,Not Returned,Online,249.39,56+,West,Foot wear
11513,02/01/2021 21:35,30,31,6,83.56,Returned,In-Store,501.36,46-55,East,Clothing
11514,08/01/2021 02:40,88,23,2,42.93,Not Returned,Online,85.86,18-25,North,Clothing
11515,02/01/2021 23:33,40,38,6,61.59,Not Returned,Online,369.54,26-35,East,Footwear
11516,05/01/2021 19:38,75,14,6,85.97,Not Returned,Online,515.82,56+,West,Clothing
11519,06/01/2021 04:04,10,50,5,98.68,Not Returned,Online,493.4,56+,East,Accessories
11520,02/01/2021 20:54,17,19,2,63.97,Not Returned,Online,127.94,46-55,South,Foot wear
11521,02/01/2021 17:56,39,23,3,63.27,Not Returned,Online,189.81,18-25,West,Clothing
1152,02/01/2021 17:43,77,14,5,89.83,Not Returned,Online,449.15,18-25,West,Clothing
11522,11/01/2021 00:22,86,24,5,84.21,Not Returned,Online,421.05,18-25,East,Accessories
11523,05/01/2021 10:53,88,1,4,67.13,Returned,Online,268.52,18-25,North,Accessories
11524,01/01/2021 01:07,13,1,4,59.63,Not Returned,Online,238.52,56+,North,Accessories
11525,09/01/2021 18:35,33,24,1,73.57,Not Returned,On line,73.57,46-55,East,Acessories
11527,09/01/2021 09:06,39,31,1,82.72,Not Returned,In-Store,82.72,18-25,West,Clothing
11528,07/01/2021 07:35,68,43,1,27.97,Not Returned,Online,27.97,26-35,North,Clothing
11529,05/01/2021 02:59,47,17,3,26.52,Not Returned,Online,79.56,26-35,East,Accessories
11530,08/01/2021 14:08,13,48,4,88.32,Not Returned,In-Store,353.28,56+,North,Footwear
11531,07/01/2021 15:01,6,1,2,33.5,Not Returned,Online,67,26-35,South,Accessories
11532,09/01/2021 16:06,72,10,5,59.92,Not Returned,Online,299.6,56+,South,Footwear
11533,02/01/2021 15:26,47,10,3,93.37,Not Returned,In-Store,280.11,26-35,East,Footwear
11534,08/01/2021 21:27,74,34,1,45.32,Not Returned,In-Store,45.32,26-35,West,Footwear
11536,03/01/2021 22:30,81,33,4,47.59,Not Returned,In-Store,190.36,56+,West,Accessories
11537,04/01/2021 14:26,43,29,5,31.78,Not Returned,In-Store,158.9,46-55,West,Foot wear
11538,11/01/2021 08:15,90,12,2,40.37,Not Returned,Online,80.74,36-45,North,Clothing
11539,10/01/2021 23:51,58,27,4,42.58,Not Returned,Online,170.32,26-35,West,Footwear
11540,07/01/2021 06:02,13,39,7,72.67,Not Returned,Online,508.69,56+,North,Accessories
11542,04/01/2021 21:05,93,27,7,27.4,Not Returned,Online,191.8,36-45,North,Footwear
11543,05/01/2021 12:04,29,17,2,39.66,Not Returned,In-Store,79.32,46-55,East,Acessories
1154,10/01/2021 21:47,26,32,7,35.21,Not Returned,Online,246.47,36-45,East,Clothing
11544,06/01/2021 13:10,52,38,7,61.44,Not Returned,In-Store,430.08,46-55,East,Footwear
11545,08/01/2021 14:29,19,24,4,99.69,Not Returned,In Store,398.76,18-25,East,Accessories
11546,10/01/2021 07:52,86,34,2,24.58,Not Returned,Online,49.16,18-25,East,Footwear
11547,08/01/2021 04:28,16,24,6,69.56,Not Returned,Online,417.36,26-35,West,Accessories
11548,06/01/2021 14:32,11,28,5,55.8,Not Returned,In-Store,279,46-55,South,Footwear
11549,10/01/2021 17:36,30,37,1,57.13,Not Returned,In Store,57.13,46-55,East,Footwear
11550,01/01/2021 21:27,69,3,4,41.78,Not Returned,On line,167.12,46-55,South,Footwear
11551,11/01/2021 06:46,51,22,7,99.5,Returned,Online,696.5,46-55,East,Clothing
11553,04/01/2021 05:56,74,45,5,61.32,Not Returned,Online,306.6,26-35,West,Footwear
1155,06/01/2021 07:49,41,44,2,73.61,Not Returned,Online,147.22,46-55,East,Accessories
11555,06/01/2021 04:13,80,15,3,20.85,Not Returned,Online,62.55,46-55,East,Footwear
11556,11/01/2021 06:51,47,38,5,97.79,Not Returned,In-Store,488.95,26-35,East,Footwear
11557,06/01/2021 15:36,40,42,3,88.04,Not Returned,In-Store,264.12,26-35,East,Foot wear
11558,10/01/2021 13:17,37,44,6,61.31,Not Returned,Online,367.86,36-45,South,Accessories
11559,09/01/2021 19:10,82,16,1,54.06,Not Returned,In-Store,54.06,18-25,South,Footwear
11560,06/01/2021 20:06,89,40,4,70.63,Not Returned,In-Store,282.52,46-55,North,Acessories
11561,04/01/2021 02:15,71,21,1,28.64,Not Returned,In-Store,28.64,18-25,North,Clothing
1156,05/01/2021 17:35,1,24,6,41.47,Not Returned,Online,248.82,46-55,West,Accessories
11562,06/01/2021 08:46,73,5,2,96.2,Returned,In-Store,192.4,56+,West,Clothing
11563,09/01/2021 20:13,90,26,4,58.84,Not Returned,Online,235.36,36-45,North,Footwear
11564,05/01/2021 11:37,27,29,6,20.83,Not Returned,Online,124.98,36-45,North,Footwear
11565,03/01/2021 13:56,29,5,7,63.19,Not Returned,In-Store,442.33,46-55,East,Clothing
11566,02/01/2021 08:00,7,20,3,69.79,Not Returned,Online,209.37,,North,Clothing
11567,02/01/2021 06:53,83,43,7,88.28,Not Returned,Online,617.96,56+,East,Clothing
11569,04/01/2021 13:55,28,50,5,28.7,Not Returned,Online,143.5,26-35,South,Accessories
11570,04/01/2021 15:32,11,30,3,81.98,Not Returned,Online,245.94,46-55,South,Clothing
11571,06/01/2021 03:03,22,24,6,81.96,Not Returned,Online,491.76,56+,North,Accessories
1157,10/01/2021 19:55,30,22,4,33.12,Returned,In-Store,132.48,46-55,East,Clothing
11572,02/01/2021 14:09,22,22,3,59.18,Not Returned,Online,177.54,56+,North,Clothing
11573,10/01/2021 17:52,46,6,1,28.91,Not Returned,In-Store,28.91,18-25,West,Accessories
11574,04/01/2021 11:30,32,32,1,46.39,Not Returned,Online,46.39,46-55,East,Clothing
11575,11/01/2021 00:13,29,9,7,46.89,Not Returned,Online,328.23,46-55,East,Foot wear
11576,04/01/2021 07:25,86,23,1,64.77,Not Returned,Online,64.77,18-25,East,Clothing
11577,08/01/2021 19:37,37,43,3,23.26,Not Returned,Online,69.78,36-45,South,Clothing
11578,06/01/2021 10:13,71,45,3,35.31,Not Returned,Online,105.93,18-25,North,Footwear
11579,02/01/2021 13:20,85,1,7,24.95,Not Returned,Online,174.65,18-25,North,Accessories
11580,10/01/2021 00:37,42,14,5,78.19,Not Returned,Online,390.95,18-25,East,Clothing
11581,03/01/2021 12:37,95,3,7,93.63,Not Returned,In-Store,655.41,18-25,North,Footwear
11582,11/01/2021 01:28,61,15,2,95.86,Not Returned,In-Store,191.72,26-35,East,Footwear
11583,01/01/2021 07:11,57,3,6,95.71,Returned,Online,574.26,46-55,North,Footwear
11584,06/01/2021 09:38,47,32,5,76.15,Not Returned,Online,380.75,26-35,East,Clothing
11585,01/01/2021 11:01,25,19,4,52.73,Not Returned,Online,210.92,18-25,East,Foot wear
11586,11/01/2021 07:29,63,40,3,51.51,Not Returned,Online,154.53,56+,East,Accessories
1158,07/01/2021 16:21,90,7,6,68.52,Not Returned,Online,411.12,36-45,North,Footwear
11587,03/01/2021 09:42,58,15,6,93.71,Not Returned,In-Store,562.26,26-35,West,Footwear
11588,01/01/2021 09:28,41,32,5,26.7,Not Returned,In-Store,133.5,46-55,East,Clothing
11590,01/01/2021 18:08,99,8,6,51.71,Not Returned,Online,310.26,26-35,South,Accessories
11591,06/01/2021 23:53,12,47,6,31.97,Not Returned,On line,191.82,36-45,West,Footwear
11592,07/01/2021 19:11,23,47,4,23.8,Not Returned,In-Store,95.2,46-55,East,Footwear
11593,05/01/2021 04:29,98,8,5,83.12,Not Returned,In-Store,415.6,26-35,East,Accessories
1159,11/01/2021 03:34,93,38,7,28.18,Not Returned,In-Store,197.26,36-45,North,Footwear
11594,11/01/2021 08:05,50,3,4,34.8,Not Returned,In-Store,139.2,46-55,South,Footwear
11596,08/01/2021 20:28,47,25,1,65.03,Not Returned,Online,65.03,26-35,East,Clothing
11597,04/01/2021 03:13,15,13,2,77.57,Not Returned,Online,155.14,46-55,West,Footwear
11598,06/01/2021 03:46,53,14,7,42.7,Not Returned,Online,298.9,46-55,East,Clothing
11599,10/01/2021 01:57,45,38,5,93.69,Not Returned,Online,468.45,26-35,North,Footwear
11600,03/01/2021 17:06,91,34,1,88.98,Not Returned,Online,88.98,36-45,East,Footwear
11601,01/01/2021 02:55,11,15,4,79.54,Not Returned,Online,318.16,46-55,South,Footwear
1160,06/01/2021 18:10,59,20,6,60.81,Not Returned,In-Store,364.86,46-55,North,Clothing
11602,11/01/2021 03:16,80,42,7,85.36,Not Returned,Online,597.52,46-55,East,Foot wear
11603,11/01/2021 09:59,31,10,4,31.54,Not Returned,In-Store,126.16,36-45,South,Footwear
11604,06/01/2021 22:18,32,24,6,96.91,Not Returned,Online,581.46,46-55,East,Accessories
11605,10/01/2021 17:01,70,4,5,27.06,Not Returned,In-Store,135.3,46-55,North,Clothing
11606,01/01/2021 15:20,56,24,2,95.1,Not Returned,In-Store,190.2,18-25,East,Accessories
11607,02/01/2021 08:06,71,23,1,53.94,Not Returned,In-Store,53.94,18-25,North,Clothing
11608,03/01/2021 15:04,79,23,1,40.1,Not Returned,Online,40.1,46-55,South,Clothing
11609,02/01/2021 14:42,48,42,6,80.99,Not Returned,Online,485.94,56+,West,Foot wear
11610,08/01/2021 21:38,40,13,4,30.8,Not Returned,In-Store,123.2,26-35,East,Footwear
11611,02/01/2021 08:59,48,39,2,66.39,Not Returned,Online,132.78,56+,West,Accessories
11612,04/01/2021 16:35,87,36,5,80.76,Not Returned,In Store,403.8,18-25,South,Clothing
11613,05/01/2021 14:15,88,21,4,26.33,Not Returned,In-Store,105.32,18-25,North,Clothing
11614,02/01/2021 02:43,92,14,1,28.52,Not Returned,On line,28.52,18-25,South,Clothing
11615,11/01/2021 05:46,42,31,3,23.21,Not Returned,Online,69.63,18-25,East,Clothing
11618,09/01/2021 13:01,96,32,5,47.9,Not Returned,Online,239.5,36-45,North,Clothing
11619,08/01/2021 23:40,41,21,1,79.43,Not Returned,In-Store,79.43,46-55,East,Clothing
11620,03/01/2021 08:35,83,14,2,77.09,Not Returned,Online,154.18,56+,East,Clothing
11621,11/01/2021 08:04,12,3,6,87.13,Not Returned,Online,522.78,36-45,West,Footwear
11622,01/01/2021 00:32,23,35,2,99.46,Not Returned,Online,198.92,46-55,East,Footwear
11623,09/01/2021 19:11,26,47,2,25.51,Not Returned,In-Store,51.02,36-45,East,Footwear
11624,08/01/2021 16:06,87,10,3,44.24,Not Returned,Online,132.72,18-25,South,Footwear
11625,07/01/2021 08:29,92,10,2,45.72,Not Returned,In-Store,91.44,18-25,South,Footwear
11626,07/01/2021 18:43,32,14,6,66.58,Not Returned,Online,399.48,46-55,East,Clothing
11627,08/01/2021 08:13,65,34,3,42.56,Not Returned,In-Store,127.68,26-35,West,Footwear
11628,03/01/2021 07:13,84,41,4,53,Not Returned,On line,212,56+,West,Acessories
11629,09/01/2021 21:17,1,49,6,64.84,Not Returned,Online,389.04,46-55,West,Footwear
11630,01/01/2021 13:11,50,16,7,60.12,Not Returned,Online,420.84,46-55,South,Footwear
11631,05/01/2021 23:04,24,13,1,50.79,Not Returned,In-Store,50.79,18-25,South,Footwear
11632,05/01/2021 01:25,94,21,7,59.93,Not Returned,Online,419.51,36-45,West,Clothing
11633,01/01/2021 01:04,77,26,4,22.46,Not Returned,In-Store,89.84,18-25,West,Footwear
11635,08/01/2021 18:14,70,49,7,61.89,Not Returned,In-Store,433.23,46-55,North,Footwear
11637,11/01/2021 07:54,77,36,4,78.2,Returned,In-Store,312.8,18-25,West,Clothing
11638,10/01/2021 16:49,41,44,6,79.68,Not Returned,Online,478.08,46-55,East,Accessories
11639,04/01/2021 10:42,98,1,4,43.59,Not Returned,Online,174.36,26-35,East,Accessories
1164,03/01/2021 14:48,91,1,7,51.66,Not Returned,Online,361.62,36-45,East,Accessories
11641,06/01/2021 02:25,12,6,4,96.68,Not Returned,Online,386.72,36-45,West,Accessories
11642,02/01/2021 06:11,35,11,7,94.91,Not Returned,Online,664.37,36-45,East,Clothing
11643,06/01/2021 14:09,6,1,6,23.31,Not Returned,In-Store,139.86,26-35,South,Accessories
11644,02/01/2021 05:44,71,11,7,29.34,Not Returned,Online,205.38,18-25,North,Clothing
11645,02/01/2021 19:30,77,15,5,98.75,Not Returned,Online,493.75,18-25,West,Footwear
11646,05/01/2021 20:20,72,25,3,89.07,Not Returned,Online,267.21,56+,South,Clothing
11648,03/01/2021 18:23,11,27,3,23.86,Not Returned,Online,71.58,46-55,South,Footwear
11649,06/01/2021 10:35,5,37,4,40.47,Not Returned,Online,161.88,56+,West,Footwear
11650,02/01/2021 08:39,25,28,6,41.29,Not Returned,Online,247.74,18-25,East,Footwear
11651,11/01/2021 04:32,84,31,5,21.79,Not Returned,Online,108.95,56+,West,Clothing
11652,05/01/2021 09:43,64,50,6,34.25,Not Returned,On line,205.5,26-35,South,Accessories
11653,01/01/2021 13:56,68,6,6,81.77,Not Returned,Online,490.62,26-35,North,Accessories
11654,11/01/2021 01:24,12,7,5,55.9,Not Returned,On line,279.5,36-45,West,Footwear
11655,05/01/2021 03:50,17,22,2,27.19,Not Returned,In-Store,54.38,46-55,South,Clothing
1165,02/01/2021 02:33,81,6,4,91.38,Not Returned,In-Store,365.52,56+,West,Accessories
11656,09/01/2021 08:56,100,23,1,91.67,Not Returned,Online,91.67,18-25,West,Clothing
11657,04/01/2021 23:03,47,12,6,40.84,Not Returned,In-Store,245.04,26-35,East,Clothing
11658,11/01/2021 08:27,54,25,3,86.61,Not Returned,In-Store,259.83,56+,East,Clothing
11659,04/01/2021 12:43,99,8,5,69.08,Not Returned,Online,345.4,26-35,South,Accessories
11660,01/01/2021 11:16,5,29,7,96.82,Not Returned,In-Store,677.74,56+,West,Foot wear
11661,04/01/2021 23:00,65,7,7,26.08,Not Returned,Online,182.56,26-35,West,Footwear
11662,08/01/2021 07:46,76,45,3,69.15,Not Returned,On line,207.45,26-35,West,Footwear
11663,09/01/2021 01:23,70,39,3,27.68,Not Returned,In-Store,83.04,46-55,North,Accessories
1166,11/01/2021 01:34,27,4,2,69.76,Not Returned,Online,139.52,36-45,North,Clothing
11664,10/01/2021 15:56,83,3,2,72.47,Not Returned,In-Store,144.94,56+,East,Footwear
11665,03/01/2021 05:45,57,39,7,64.84,Not Returned,Online,453.88,46-55,North,Accessories
11666,10/01/2021 21:26,40,4,6,22.82,Not Returned,On line,136.92,26-35,East,Clothing
11667,10/01/2021 04:57,28,46,7,96.18,Not Returned,In-Store,673.26,26-35,South,Clothing
11668,03/01/2021 13:17,58,13,1,57.58,Not Returned,In-Store,57.58,26-35,West,Footwear
11669,09/01/2021 07:08,72,5,1,38.02,Not Returned,Online,38.02,56+,South,Clothing
11670,06/01/2021 08:53,31,17,7,97.94,Not Returned,Online,685.58,36-45,South,Accessories
11671,02/01/2021 22:33,72,24,2,42.33,Not Returned,Online,84.66,56+,South,Accessories
11672,05/01/2021 07:30,100,8,4,32.76,Not Returned,In-Store,131.04,18-25,West,Accessories
11673,02/01/2021 13:17,67,34,5,83.57,Not Returned,In-Store,417.85,26-35,South,Footwear
1167,08/01/2021 00:16,66,34,6,88.04,Not Returned,Online,528.24,46-55,South,Footwear
11674,04/01/2021 14:14,92,39,5,53.74,Not Returned,In-Store,268.7,18-25,South,Accessories
11675,09/01/2021 16:51,5,23,4,77.03,Not Returned,Online,308.12,56+,West,Clothing
11676,11/01/2021 06:09,12,2,4,48.4,Not Returned,Online,193.6,36-45,West,Clothing
11678,11/01/2021 01:22,62,20,2,57.78,Not Returned,In-Store,115.56,46-55,East,Clothing
11679,09/01/2021 10:03,8,7,4,61.35,Not Returned,Online,245.4,,West,Footwear
11680,02/01/2021 12:08,59,5,7,50.65,Not Returned,Online,354.55,46-55,North,Clothing
11681,06/01/2021 13:30,63,27,1,56.19,Not Returned,In-Store,56.19,56+,East,Footwear
1168,08/01/2021 05:42,39,13,2,94.4,Not Returned,Online,188.8,18-25,West,Footwear
11683,08/01/2021 18:35,30,20,7,78.93,Not Returned,Online,552.51,46-55,East,Clothing
11684,01/01/2021 12:29,50,16,7,33.8,Not Returned,Online,236.6,46-55,South,Footwear
11685,06/01/2021 14:29,87,17,7,62.5,Not Returned,Online,437.5,18-25,South,Accessories
11686,07/01/2021 10:58,92,30,6,71.06,Not Returned,Online,426.36,18-25,South,Clothing
11687,02/01/2021 15:03,7,49,3,74.23,Not Returned,In-Store,222.69,,North,Footwear
11688,10/01/2021 15:18,27,27,5,25.42,Not Returned,In-Store,127.1,36-45,North,Footwear
11689,03/01/2021 21:51,78,2,3,47.02,Not Returned,Online,141.06,46-55,South,Clothing
11690,10/01/2021 08:49,37,40,6,42.53,Not Returned,On line,255.18,36-45,South,Accessories
11691,01/01/2021 17:49,34,5,1,38.46,Returned,Online,38.46,18-25,North,Clothing
11692,01/01/2021 17:53,67,28,5,22.87,Not Returned,Online,114.35,26-35,South,Footwear
1169,08/01/2021 08:20,20,32,4,37.34,Not Returned,Online,149.36,46-55,North,Clothing
11694,06/01/2021 17:11,88,42,2,55.96,Not Returned,On line,111.92,18-25,North,Foot wear
11695,02/01/2021 20:34,90,37,4,85.9,Not Returned,Online,343.6,36-45,North,Footwear
11696,02/01/2021 15:22,88,19,1,40.54,Not Returned,Online,40.54,18-25,North,Foot wear
11697,02/01/2021 11:31,79,34,7,46.46,Not Returned,In-Store,325.22,46-55,South,Footwear
11698,02/01/2021 23:56,16,13,5,71.44,Not Returned,Online,357.2,26-35,West,Footwear
11700,06/01/2021 09:10,39,27,7,89.48,Not Returned,In-Store,626.36,18-25,West,Footwear
11701,08/01/2021 17:21,99,50,5,35.43,Not Returned,In-Store,177.15,26-35,South,Accessories
11702,07/01/2021 19:20,94,15,7,93.67,Not Returned,Online,655.69,36-45,West,Footwear
1170,05/01/2021 12:29,69,22,2,95.31,Not Returned,In-Store,190.62,46-55,South,Clothing
11703,06/01/2021 22:03,25,29,6,67.81,Not Returned,Online,406.86,18-25,East,Foot wear
11704,08/01/2021 17:19,81,15,7,22.09,Not Returned,In-Store,154.63,56+,West,Footwear
11705,09/01/2021 04:23,30,17,7,28.23,Not Returned,On line,197.61,46-55,East,Acessories
11707,04/01/2021 03:41,92,43,1,85.41,Not Returned,On line,85.41,18-25,South,Clothing
11708,05/01/2021 09:27,76,50,2,58.69,Not Returned,Online,117.38,26-35,West,Accessories
11709,11/01/2021 05:53,30,22,4,27.28,Not Returned,In-Store,109.12,46-55,East,Clothing
11710,05/01/2021 11:58,100,24,1,29.06,Not Returned,Online,29.06,18-25,West,Accessories
1171,02/01/2021 23:33,79,1,2,39,Not Returned,In-Store,78,46-55,South,Accessories
11711,05/01/2021 00:38,19,21,4,26.6,Not Returned,In-Store,106.4,18-25,East,Clothing
11712,05/01/2021 19:39,3,11,3,84.04,Not Returned,In-Store,252.12,36-45,North,Clothing
11713,03/01/2021 18:29,69,40,1,78.5,Not Returned,In-Store,78.5,46-55,South,Accessories
11714,02/01/2021 09:16,31,36,7,76.54,Not Returned,Online,535.78,36-45,South,Clothing
11715,08/01/2021 07:14,15,7,7,99.59,Not Returned,In-Store,697.13,46-55,West,Footwear
11717,06/01/2021 11:10,79,7,7,91.41,Not Returned,In-Store,639.87,46-55,South,Footwear
11718,08/01/2021 07:58,48,45,4,54.5,Not Returned,Online,218,56+,West,Footwear
11719,03/01/2021 16:04,70,45,1,99.02,Not Returned,Online,99.02,46-55,North,Footwear
11721,08/01/2021 19:01,100,48,5,62.76,Not Returned,In-Store,313.8,18-25,West,Footwear
11722,06/01/2021 18:23,50,18,1,67.76,Not Returned,Online,67.76,46-55,South,Footwear
11723,06/01/2021 06:07,36,25,7,28,Not Returned,Online,196,56+,East,Clothing
11725,07/01/2021 19:59,36,8,7,24.35,Not Returned,Online,170.45,56+,East,Accessories
11726,04/01/2021 16:15,30,40,5,73.11,Not Returned,In-Store,365.55,46-55,East,Accessories
11727,04/01/2021 14:52,50,40,3,97.25,Not Returned,Online,291.75,46-55,South,Accessories
